season_end,player,age,gp,toi,teams
2014,Andrew MacDonald,27.0,63.0,26:41:34,NYI
2014,Andrew MacDonald,27.0,19.0,06:57:56,PHI
2014,Dustin Brown,29.0,79.0,20:51:03,LAK
2014,Ryan Ellis,23.0,80.0,21:25:23,NSH
2014,Morgan Rielly,19.0,73.0,21:26:32,TOR
2014,Teemu Selänne,43.0,64.0,15:04:05,ANA
2014,Devin Setoguchi,27.0,75.0,18:49:03,WPG
2014,Jarret Stoll,31.0,78.0,20:37:20,LAK
2014,Maxime Talbot,29.0,81.0,21:48:52,2TM
2014,Maxime Talbot,29.0,11.0,02:46:28,PHI
2014,Maxime Talbot,29.0,70.0,19:02:24,COL
2014,Gabriel Bourque,23.0,74.0,17:04:01,NSH
2014,Ryane Clowe,31.0,43.0,11:33:34,NJD
2014,Lars Eller,24.0,77.0,20:29:02,MTL
2014,Michael Grabner,26.0,64.0,15:08:22,NYI
2014,Niklas Hjalmarsson,26.0,81.0,28:43:36,CHI
2014,Brock Nelson,22.0,72.0,17:06:53,NYI
2014,Ben Smith,25.0,75.0,15:55:19,CHI
2014,Jared Spurgeon,24.0,67.0,25:16:57,MIN
2014,Chris Stewart,26.0,63.0,14:22:19,2TM
2014,Chris Stewart,26.0,58.0,13:14:19,STL
2014,Chris Stewart,26.0,5.0,01:08:00,BUF
2014,Brandon Sutter,24.0,81.0,21:17:15,PIT
2014,Fedor Tyutin,30.0,69.0,24:37:21,CBJ
2014,Dainius Zubrus,35.0,82.0,23:59:30,NJD
2014,Cory Conacher,24.0,79.0,17:02:22,2TM
2014,Cory Conacher,24.0,60.0,12:18:03,OTT
2014,Cory Conacher,24.0,19.0,04:44:19,BUF
2014,Daniel Brière,36.0,69.0,14:41:01,MTL
2014,Damien Brunner,27.0,60.0,13:32:03,NJD
2014,Trevor Daley,30.0,67.0,23:36:45,DAL
2014,Dougie Hamilton,20.0,64.0,20:22:35,BOS
2014,Tomáš Hertl,20.0,37.0,09:27:09,SJS
2014,Nick Holden,26.0,54.0,16:48:53,COL
2014,Seth Jones,19.0,77.0,25:10:46,NSH
2014,Lauri Korpikoski,27.0,64.0,17:08:56,PHX
2014,Brenden Morrow,35.0,71.0,14:05:05,STL
2014,Marcel Goc,30.0,74.0,20:08:11,2TM
2014,Marcel Goc,30.0,62.0,17:33:12,FLA
2014,Marcel Goc,30.0,12.0,02:34:59,PIT
2014,Brandon Pirri,22.0,49.0,10:35:50,2TM
2014,Brandon Pirri,22.0,28.0,05:43:08,CHI
2014,Brandon Pirri,22.0,21.0,04:52:42,FLA
2014,Aleksander Barkov,18.0,54.0,15:23:13,FLA
2014,Matt Beleskey,25.0,55.0,11:23:55,ANA
2014,Kevin Bieksa,32.0,76.0,28:50:50,VAN
2014,Kyle Brodziak,29.0,81.0,21:53:49,MIN
2014,Matt Calvert,24.0,56.0,15:01:45,CBJ
2014,Dan Girardi,29.0,81.0,31:12:41,NYR
2014,Curtis Glencross,31.0,38.0,11:09:26,CGY
2014,Jake Muzzin,24.0,76.0,24:06:19,LAK
2014,Riley Nash,24.0,73.0,15:24:52,CAR
2014,Matthew Nieto,21.0,66.0,15:29:04,SJS
2014,Riley Sheahan,22.0,42.0,10:06:53,DET
2014,Marc-Édouard Vlasic,26.0,81.0,27:57:53,SJS
2014,Nail Yakupov,20.0,63.0,15:01:47,EDM
2014,Steve Downie,26.0,62.0,14:34:21,2TM
2014,Steve Downie,26.0,11.0,03:03:53,COL
2014,Steve Downie,26.0,51.0,11:30:28,PHI
2014,Tuomo Ruutu,30.0,76.0,18:27:00,2TM
2014,Tuomo Ruutu,30.0,57.0,13:32:01,CAR
2014,Tuomo Ruutu,30.0,19.0,04:54:59,NJD
2014,Johnny Boychuk,30.0,75.0,26:29:25,BOS
2014,Danny DeKeyser,23.0,65.0,23:26:39,DET
2014,Vernon Fiddler,33.0,76.0,16:49:36,DAL
2014,Marc Methot,28.0,75.0,27:11:48,OTT
2014,Brad Richardson,28.0,73.0,18:07:48,VAN
2014,Jakob Silfverberg,23.0,52.0,12:21:41,ANA
2014,Ryan Smyth,37.0,72.0,18:30:32,EDM
2014,Patrick Wiercioch,23.0,53.0,14:27:30,OTT
2014,Steve Ott,31.0,82.0,24:54:50,2TM
2014,Steve Ott,31.0,59.0,19:22:23,BUF
2014,Steve Ott,31.0,23.0,05:32:27,STL
2014,Shawn Matthias,25.0,77.0,16:42:05,2TM
2014,Shawn Matthias,25.0,59.0,12:01:34,FLA
2014,Shawn Matthias,25.0,18.0,04:40:31,VAN
2014,Patrick Dwyer,30.0,75.0,18:18:48,CAR
2014,Alexander Edler,27.0,63.0,24:27:03,VAN
2014,Zemgus Girgensons,20.0,70.0,17:52:07,BUF
2014,Sergei Gonchar,39.0,76.0,22:18:22,DAL
2014,Radko Gudas,23.0,73.0,23:16:16,TBL
2014,Dan Hamhuis,31.0,79.0,31:32:36,VAN
2014,Martin Havlát,32.0,48.0,11:46:45,SJS
2014,Thomas Hickey,24.0,82.0,25:47:16,NYI
2014,Kris Letang,26.0,37.0,14:56:39,PIT
2014,Alec Martinez,26.0,61.0,15:56:37,LAK
2014,Dave Moss,32.0,79.0,19:17:33,PHX
2014,Tyler Myers,23.0,62.0,22:37:43,BUF
2014,Michael Raffl,25.0,68.0,14:43:23,PHI
2014,Zack Smith,25.0,82.0,21:13:36,OTT
2014,Andrej Meszároš,28.0,52.0,15:24:52,2TM
2014,Andrej Meszároš,28.0,38.0,11:00:11,PHI
2014,Andrej Meszároš,28.0,14.0,04:24:41,BOS
2014,Andrei Loktionov,23.0,68.0,14:43:04,2TM
2014,Andrei Loktionov,23.0,48.0,09:51:10,NJD
2014,Andrei Loktionov,23.0,20.0,04:51:54,CAR
2014,Paul Byron,24.0,47.0,11:18:49,CGY
2014,Gregory Campbell,30.0,82.0,16:16:06,BOS
2014,Justin Fontaine,26.0,66.0,13:29:01,MIN
2014,Paul Gaustad,31.0,75.0,17:15:30,NSH
2014,Boyd Gordon,30.0,74.0,18:11:51,EDM
2014,Elias Lindholm,19.0,58.0,14:02:30,CAR
2014,Ryan Murray,20.0,66.0,21:51:28,CBJ
2014,Eric Nystrom,30.0,79.0,19:33:49,NSH
2014,Michael Stone,23.0,70.0,21:14:27,PHX
2014,Sami Vatanen,22.0,48.0,13:57:40,ANA
2014,Dennis Wideman,30.0,46.0,17:23:54,CGY
2014,Jordie Benn,26.0,78.0,24:54:07,DAL
2014,Kyle Chipchura,27.0,80.0,12:57:27,PHX
2014,Pascal Dupuis,34.0,39.0,11:30:12,PIT
2014,Jannik Hansen,27.0,71.0,18:32:14,VAN
2014,Darren Helm,27.0,42.0,10:37:11,DET
2014,Shawn Horcoff,35.0,77.0,16:30:06,DAL
2014,Rob Klinkhammer,27.0,72.0,13:38:28,PHX
2014,Nikolai Kulemin,27.0,70.0,18:55:53,TOR
2014,James Sheppard,25.0,67.0,13:35:25,SJS
2014,David Booth,29.0,66.0,14:49:16,VAN
2014,Jonas Brodin,20.0,79.0,31:28:12,MIN
2014,J.T. Brown,23.0,63.0,13:41:08,TBL
2014,Cal Clutterbuck,26.0,73.0,17:26:12,NYI
2014,Marcus Foligno,22.0,74.0,18:34:37,BUF
2014,Nathan Horton,28.0,36.0,09:16:29,CBJ
2014,Matt Irwin,26.0,62.0,19:26:30,SJS
2014,Jakub Kindl,26.0,66.0,18:57:13,DET
2014,Dmitry Kulikov,23.0,81.0,29:17:09,FLA
2014,Brendan Smith,24.0,71.0,21:45:35,DET
2014,Karl Alzner,25.0,82.0,28:03:53,WSH
2014,Mark Arcobello,25.0,41.0,10:18:01,EDM
2014,Matt Bartkowski,25.0,64.0,20:50:19,BOS
2014,Brian Boyle,29.0,82.0,17:27:28,NYR
2014,Andrew Ference,34.0,71.0,24:55:18,EDM
2014,Travis Hamonic,23.0,69.0,28:46:08,NYI
2014,Jimmy Hayes,24.0,55.0,10:03:12,2TM
2014,Jimmy Hayes,24.0,2.0,00:23:41,CHI
2014,Jimmy Hayes,24.0,53.0,09:39:31,FLA
2014,Chris Kelly,33.0,57.0,13:57:33,BOS
2014,Nikita Kucherov,20.0,52.0,11:21:59,TBL
2014,Ben Lovejoy,29.0,78.0,25:12:58,ANA
2014,Derek MacKenzie,32.0,71.0,13:19:54,CBJ
2014,Colin McDonald,29.0,70.0,14:27:10,NYI
2014,Dominic Moore,33.0,73.0,14:16:15,NYR
2014,Daniel Paille,29.0,72.0,13:09:21,BOS
2014,Viktor Stålberg,28.0,70.0,14:40:52,NSH
2014,Ryan Strome,20.0,37.0,09:22:00,NYI
2014,Jesse Winchester,30.0,52.0,11:02:20,FLA
2014,Joakim Andersson,24.0,65.0,14:58:48,DET
2014,François Beauchemin,33.0,70.0,26:56:57,ANA
2014,Justin Braun,26.0,82.0,28:40:51,SJS
2014,Eric Brewer,34.0,77.0,22:31:35,TBL
2014,Braydon Coburn,28.0,82.0,30:40:23,PHI
2014,Andrew Desjardins,27.0,81.0,15:02:37,SJS
2014,Brenden Dillon,23.0,80.0,28:07:28,DAL
2014,Alexei Emelin,27.0,59.0,18:56:07,MTL
2014,T.J. Galiardi,25.0,62.0,15:05:51,CGY
2014,Brian Gibbons,25.0,41.0,08:09:44,PIT
2014,Colin Greening,27.0,76.0,17:24:30,OTT
2014,Carl Gunnarsson,27.0,80.0,25:52:46,TOR
2014,Jan Hejda,35.0,78.0,29:01:24,COL
2014,David Jones,29.0,48.0,12:22:04,CGY
2014,Tyler Kennedy,27.0,67.0,14:12:17,SJS
2014,Jamie McBain,25.0,69.0,23:11:28,BUF
2014,Derek Morris,35.0,63.0,20:25:16,PHX
2014,Jeff Petry,26.0,80.0,28:46:47,EDM
2014,Sami Salo,39.0,71.0,21:31:30,TBL
2014,Marco Scandella,23.0,76.0,23:49:40,MIN
2014,Chris Tanev,24.0,64.0,22:07:09,VAN
2014,Todd Bertuzzi,38.0,59.0,14:24:32,DET
2014,Rene Bourque,32.0,63.0,14:53:33,MTL
2014,Chris Butler,27.0,82.0,27:41:48,CGY
2014,Casey Cizikas,22.0,80.0,17:49:53,NYI
2014,Blake Comeau,27.0,61.0,12:15:41,CBJ
2014,Erik Condra,27.0,76.0,14:45:18,OTT
2014,Calvin de Haan,22.0,51.0,17:52:14,NYI
2014,Matt Donovan,23.0,52.0,15:39:36,NYI
2014,Michal Handzuš,36.0,59.0,13:25:09,CHI
2014,Johnny Oduya,32.0,77.0,25:48:17,CHI
2014,Ryan Stanton,24.0,64.0,15:41:34,VAN
2014,Nate Thompson,29.0,81.0,17:22:01,TBL
2014,Dale Weise,25.0,61.0,08:33:26,2TM
